あ A
よいえ Yoie
よいこ Yoiko
よいひめ Yoihime
よいみ Yoimi
よう You
よういち Youichi
ようえ Youe
ようか Youka
ようき Youki
ようく Youku
ようこ Youko
ようこう Youkou
ようし Youshi
ようしゅん Youshun
ようじゅ Youju
ようすけ Yousuke
ようせい Yousei
ようぞう Youzou
ようち Youchi
ような Youna
ようのわ Younowa
ようは Youha
ようひ Youhi
ようま Youma
ようみ Youmi
ようむ Youmu
ようよう Youyou
ようり Youri
ようりん Yourin
よえこ Yoeko
よおこ Yooko
よき Yoki
よきえ Yokie
よきこ Yokiko
よきよ Yokiyo
よぎく Yogiku
よく Yoku
よくこ Yokuko
よくの Yokuno
よくり Yokuri
よこ Yoko
よこえ Yokoe
よざくら Yozakura
よし Yoshi
よしあ Yoshia
よしい Yoshii
よしえ Yoshie
よしえこ Yoshieko
よしお Yoshio
よしか Yoshika
よしき Yoshiki
よしくみ Yoshikumi
よしげ Yoshige
よしこ Yoshiko
よしじ Yoshiji
よしじょ Yoshijo
よしたか Yoshitaka
よしと Yoshito
よしとき Yoshitoki
よしな Yoshina
よしなこ Yoshinako
よしね Yoshine
よしの Yoshino
よしのり Yoshinori
よしは Yoshiha
よしはる Yoshiharu
よしひこ Yoshihiko
よしひさ Yoshihisa
よしひめ Yoshihime
よしふみ Yoshifumi
よしぶみ Yoshibumi
よしほ Yoshiho
よしま Yoshima
よしまみ Yoshimami
よしみ Yoshimi
よしみこ Yoshimiko
よしむ Yoshimu
よしや Yoshiya
よしゆき Yoshiyuki
よしゆみ Yoshiyumi
よしよ Yoshiyo
よしり Yoshiri
よしれい Yoshirei
よじゅか Yojuka
よじゅな Yojuna
よすえ Yosue
よせふ Yosefu
よそこ Yosoko
よぞら Yozora
よちこ Yochiko
よつえ Yotsue
よつき Yotsuki
よつこ Yotsuko
よつな Yotsuna
よつは Yotsuha
よつはこ Yotsuhako
よつば Yotsuba
よつみ Yotsumi
よづき Yodzuki
よづる Yodzuru
よとぎ Yotogi
よど Yodo
よどえ Yodoe
よどぎみ Yodogimi
よな Yona
よなこ Yonako
よね Yone
よねえ Yonee
よねこ Yoneko
よねみ Yonemi
よねよ Yoneyo
よの Yono
よのえ Yonoe
よのこ Yonoko
よは Yoha
よはな Yohana
よはね Yohane
よびこ Yobiko
よふこ Yofuko
よぶこ Yobuko
よほこ Yohoko
よま Yoma
よみ Yomi
よみえ Yomie
よみか Yomika
よみこ Yomiko
よみし Yomishi
よみじ Yomiji
よめ Yome
よめこ Yomeko
よも Yomo
よもき Yomoki
よもぎ Yomogi
よもこ Yomoko
よよ Yoyo
よよみ Yoyomi
より Yori
よりい Yorii
よりえ Yorie
よりか Yorika
よりこ Yoriko
よりせ Yorise
よりな Yorina
よりの Yorino
よりみ Yorimi
よりや Yoriya
よりゆき Yoriyuki
よる Yoru
よるあ Yorua
よるいち Yoruichi
よるき Yoruki
よるこ Yoruko
よるつき Yorutsuki
よるね Yorune
よろこ Yoroko
よろこび Yorokobi
よん Yon
よんいん Yon'in
よんえ Yon'e
よんじゃ Yonja
よんすん Yonsun
よんみ Yonmi
らあ Raa
らあが Raaga
らあき Raaki
らあや Raaya
らあら Raara
らい Rai
らいあ Raia
らいあん Raian
らいう Raiu
らいか Raika
らいが Raiga
らいき Raiki
らいきこ Raikiko
らいく Raiku
らいこ Raiko
らいさ Raisa
らいざ Raiza
らいじゅ Raiju
らいず Raizu
らいせ Raise
らいち Raichi
らいちょう Raichou
らいづ Raidzu
らいと Raito
らいな Raina
らいね Raine
らいの Raino
らいは Raiha
らいひ Raihi
らいふ Raifu
らいぶ Raibu
らいほ Raiho
らいみ Raimi
らいむ Raimu
らいも Raimo
らいや Raiya
らいら Raira
らいらん Rairan
らいり Rairi
らいる Rairu
らいん Rain
らうら Raura
らうる Rauru
らお Rao
らおう Raou
らかい Rakai
らかせ Rakase
らが Raga
らき Raki
らぎか Ragika
らく Raku
らくあ Rakua
らくこ Rakuko
らくな Rakuna
らくに Rakuni
らくね Rakune
らくの Rakuno
らくび Rakubi
らくみ Rakumi
らくも Rakumo
らくよ Rakuyo
らくら Rakura
らくれ Rakure
らくわ Rakuwa
らこ Rako
らさ Rasa
らしゃ Rasha
らじ Raji
らじみ Rajimi
らすか Rasuka
らすた Rasuta
らず Razu
らせつ Rasetsu
らせつにょ Rasetsunyo
らせん Rasen
らちか Rachika
らちこ Rachiko
らっか Rakka
らっき Rakki
らてぃーさ Rati-sa
らど Rado
らな Rana
らない Ranai
らなか Ranaka
らなん Ranan
らにな Ranina
らの Rano
らのこ Ranoko
らのん Ranon
らば Raba
らばぁず Rabaazu
らび Rabi
らびあ Rabia
らびっと Rabitto
らびー Rabi-
らぴ Rapi
らふ Rafu
らふう Rafuu
らふら Rafura
らぶ Rabu
らぶの Rabuno
らぶは Rabuha
らぶほ Rabuho
らぶり Raburi
らぶりー Raburi-
らべや Rabeya
らほ Raho
らま Rama
らまな Ramana
らまんだ Ramanda
らみ Rami
らみあ Ramia
らみこ Ramiko
らみな Ramina
らみゆ Ramiyu
らみり Ramiri
らむ Ramu
らむか Ramuka
らむこ Ramuko
らむね Ramune
らめ Rame
らめの Rameno
らめる Rameru
らも Ramo
らや Raya
らよ Rayo
らより Rayori
らら Rara
ららあ Raraa
ららか Raraka
ららさ Rarasa
ららな Rarana
ららみ Rarami
ららん Raran
らり Rari
らりぃ Rarii
らりい Rarii
らりこ Rariko
らりな Rarina
らりら Rarira
らる Raru
らるむ Rarumu
られいな Rareina
らん Ran
らんか Ranka
らんぎく Rangiku
らんぎょく Rangyoku
らんこ Ranko
らんさ Ransa
らんしゅく Ranshuku
らんしょう Ranshou
らんじゅ Ranju
らんじょ Ranjo
らんせい Ransei
らんぜ Ranze
らんど Rando
らんな Ranna
らんの Ranno
らんは Ranha
らんひ Ranhi
らんふぁ Ranfa
らんぶ Ranbu
らんま Ranma
らんまん Ranman
らんみ Ranmi
らんむ Ranmu
らんや Ran'ya
らんゆう Ran'yuu
らんらん Ranran
らんり Ranri
らんる Ranru
らーら Ra-ra
らーん Ra-n
り Ri
りあ Ria
りあい Riai
りあか Riaka
りあき Riaki
りあこ Riako
りあさ Riasa
りあな Riana
りあね Riane
りあや Riaya
りあら Riara
りあり Riari
りある Riaru
りあん Rian
りぃ Rii
りぃーあ Rii-a
りい Rii
りいあ Riia
りいか Riika
りいく Riiku
りいこ Riiko
りいさ Riisa
りいしゃ Riisha
りいと Riito
りいど Riido
りいな Riina
りいね Riine
りいの Riino
りいは Riiha
りいふ Riifu
りいほ Riiho
りいみ Riimi
りいむ Riimu
りいや Riiya
りいよ Riiyo
りいら Riira
りいり Riiri
りいる Riiru
りいろ Riiro
りいん Riin
りう Riu
りうこ Riuko
りうち Riuchi
りうみ Riumi
りうり Riuri
りうる Riuru
りえ Rie
りえい Riei
りえお Rieo
りえか Rieka
りえこ Rieko
りえす Riesu
りえな Riena
りえみ Riemi
りえむ Riemu
りえら Riera
りえる Rieru
りえん Rien
りお Rio
りおい Rioi
りおう Riou
りおうか Riouka
りおうこ Riouko
りおか Rioka
りおこ Rioko
りおと Rioto
りおな Riona
りおね Rione
りおは Rioha
りおら Riora
りおり Riori
りおる Rioru
りおん Rion
りか Rika
りかえ Rikae
りかげ Rikage
りかこ Rikako
りかな Rikana
りかの Rikano
りかよ Rikayo
りかる Rikaru
りかん Rikan
りが Riga
りき Riki
りきあ Rikia
りきえ Rikie
りきお Rikio
りきこ Rikiko
りきさ Rikisa
りきね Rikine
りきひ Rikihi
りきみ Rikimi
りきゃ Rikya
りきょう Rikyou
りきら Rikira
りく Riku
りくう Rikuu
りくか Rikuka
りくこ Rikuko
りくな Rikuna
りくの Rikuno
りくみ Rikumi
りくも Rikumo
りくや Rikuya
りくり Rikuri
りくる Rikuru
りくろ Rikuro
りけい Rikei
りこ Riko
りこう Rikou
りここ Rikoko
りこな Rikona
りさ Risa
りさあかね Risaakane
りさえ Risae
りさか Risaka
りさき Risaki
りさこ Risako
りさと Risato
りさな Risana
りさの Risano
りさほ Risaho
りさまり Risamari
りさよ Risayo
りざ Riza
りしゅ Rishu
りしゅく Rishuku
りしゅら Rishura
りじゅ Riju
りじゅん Rijun
りす Risu
りすい Risui
りすか Risuka
りすき Risuki
りすこ Risuko
りすず Risuzu
りすみ Risumi
りすん Risun
りず Rizu
りずさ Rizusa
りずな Rizuna
りずに Rizuni
りずみ Rizumi
りずむ Rizumu
りせ Rise
りせい Risei
りせこ Riseko
りせつ Risetsu
りせな Risena
りせま Risema
りせら Risera
りせり Riseri
りせん Risen
りぜ Rize
りぜね Rizene
りそう Risou
りそな Risona
りぞぅと Rizouto
りた Rita
りたみ Ritami
りち Richi
りちえ Richie
りちか Richika
りちこ Richiko
りちな Richina
りちゅ Richu
りちょう Richou
りちよ Richiyo
りちり Richiri
りっか Rikka
りっき Rikki
りっさ Rissa
りっせい Rissei
りっぺ Rippe
りつ Ritsu
りつえ Ritsue
りつか Ritsuka
りつき Ritsuki
りつこ Ritsuko
りつし Ritsushi
りつせ Ritsuse
りつな Ritsuna
りつの Ritsuno
りつは Ritsuha
りつほ Ritsuho
りつみ Ritsumi
りつよ Ritsuyo
りづ Ridzu
りづき Ridzuki
りづこ Ridzuko
りづな Ridzuna
りづの Ridzuno
りづむ Ridzumu
りてい Ritei
りと Rito
りとな Ritona
りとり Ritori
りとる Ritoru
りど Rido
りな Rina
りない Rinai
りなか Rinaka
りなこ Rinako
りなせ Rinase
りなみ Rinami
りなよ Rinayo
りなん Rinan
りにあ Rinia
りぬ Rinu
りね Rine
りねあ Rinea
りねか Rineka
りねこ Rineko
りねと Rineto
りの Rino
りのあ Rinoa
りのう Rinou
りのか Rinoka
りのこ Rinoko
りのな Rinona
りのは Rinoha
りのん Rinon
りは Riha
りはこ Rihako
りはね Rihane
りはる Riharu
りば Riba
りひ Rihi
りひな Rihina
りびあ Ribia
りぴん Ripin
りふ Rifu
りふぁ Rifa
りふう Rifuu
りふみ Rifumi
りぶ Ribu
りぶか Ribuka
りべか Ribeka
りべっか Ribekka
りべん Riben
りほ Riho
りほう Rihou
りほか Rihoka
りほこ Rihoko
りほし Rihoshi
りほと Rihoto
りほな Rihona
りほろ Rihoro
りぼん Ribon
りま Rima
りまこ Rimako
りまな Rimana
りまり Rimari
りまる Rimaru
りみ Rimi
りみあ Rimia
りみえ Rimie
りみか Rimika
りみこ Rimiko
りみさ Rimisa
りみな Rimina
りむ Rimu
りむか Rimuka
りむな Rimuna
りめ Rime
りめい Rimei
りめか Rimeka
りめぐ Rimegu
りも Rimo
りもえ Rimoe
りもと Rimoto
りもね Rimone
りもも Rimomo
りや Riya
りやこ Riyako
りやな Riyana
りやの Riyano
りゅあ Ryua
りゅい Ryui
りゅう Ryuu
りゅうあ Ryuua
りゅうか Ryuuka
りゅうき Ryuuki
りゅうこ Ryuuko
りゅうじゅ Ryuuju
りゅうせい Ryuusei
りゅうな Ryuuna
りゅうね Ryuune
りゅうの Ryuuno
りゅうのすけ Ryuunosuke
りゅうは Ryuuha
りゅうば Ryuuba
りゅうひ Ryuuhi
りゅうび Ryuubi
りゅうびせいはるかな Ryuubiseiharukana
りゅうほ Ryuuho
りゅうみ Ryuumi
りゅうや Ryuuya
りゅうらん Ryuuran
りゅうり Ryuuri
りゅか Ryuka
りゅこ Ryuko
りゅな Ryuna
りゅみ Ryumi
りゅゆう Ryuyuu
りゅりゅ Ryuryu
りゆ Riyu
りゆい Riyui
りゆう Riyuu
りゆうこ Riyuuko
りゆうな Riyuuna
りゆか Riyuka
りゆき Riyuki
りゆこ Riyuko
りゆな Riyuna
りゆみ Riyumi
りょう Ryou
りょうい Ryoui
りょううん Ryouun
りょうえ Ryoue
りょうか Ryouka
りょうかな Ryoukana
りょうが Ryouga
りょうけん Ryouken
りょうこ Ryouko
りょうこう Ryoukou
りょうじ Ryouji
りょうすけ Ryousuke
りょうと Ryouto
りょうな Ryouna
りょうの Ryouno
りょうは Ryouha
りょうび Ryoubi
りょうぶ Ryoubu
りょうほ Ryouho
りょうま Ryouma
りょうみ Ryoumi
りょうや Ryouya
りょうゆう Ryouyuu
りょうら Ryoura
りょうり Ryouri
りょお Ryoo
りょく Ryoku
りょくえ Ryokue
りょくか Ryokuka
りょくな Ryokuna
りょっか Ryokka
りょな Ryona
りよ Riyo
りよい Riyoi
りよう Riyou
りようこ Riyouko
りよか Riyoka
りよこ Riyoko
りよな Riyona
りよね Riyone
りら Rira
りらい Rirai
りらこ Rirako
りらら Rirara
りらん Riran
りり Riri
りりあ Riria
りりあん Ririan
りりぃ Ririi
りりい Ririi
りりえ Ririe
りりお Ririo
りりか Ririka
りりかな Ririkana
りりこ Ririko
りりさ Ririsa
りりす Ririsu
りりせ Ririse
りりと Ririto
りりな Ririna
りりね Ririne
りりの Ririno
りりは Ririha
りりほ Ririho
りりみ Ririmi
りりむ Ririmu
りりや Ririya
りりゆ Ririyu
りりよ Ririyo
りりりん Riririn
りりる Ririru
りりん Ririn
りりー Riri-
りりーな Riri-na
りる Riru
りるい Rirui
りるか Riruka
りるこ Riruko
りるな Riruna
りるは Riruha
りるむ Rirumu
りるも Rirumo
りれ Rire
りれい Rirei
りれいか Rireika
りれん Riren
りろ Riro
りろん Riron
りわ Riwa
りわこ Riwako
りわね Riwane
りん Rin
りんあ Rin'a
りんう Rin'u
りんか Rinka
りんが Ringa
りんき Rinki
りんく Rinku
りんこ Rinko
りんご Ringo
りんさ Rinsa
りんし Rinshi
りんしゃ Rinsha
りんしゅ Rinshu
りんじゅ Rinju
りんす Rinsu
りんず Rinzu
りんせ Rinse
りんぜ Rinze
りんだ Rinda
りんと Rinto
りんど Rindo
りんどう Rindou
りんな Rinna
りんね Rinne
りんの Rinno
りんひ Rinhi
りんふぁー Rinfa-
りんぶ Rinbu
りんほ Rinho
りんまる Rinmaru
りんみ Rinmi
りんめ Rinme
りんや Rin'ya
りんら Rinra
りんらん Rinran
りんり Rinri
りんりん Rinrin
りんる Rinru
りんれい Rinrei
りー Ri-
りーざ Ri-za
りーしゃ Ri-sha
りーず Ri-zu
りーな Ri-na
るあ Rua
るあこ Ruako
るあせ Ruase
るあな Ruana
るあや Ruaya
るあん Ruan
るあーじゅ Rua-ju
るい Rui
るいあ Ruia
るいあん Ruian
るいえ Ruie
るいか Ruika
るいが Ruiga
るいき Ruiki
るいこ Ruiko
るいさ Ruisa
るいざ Ruiza
るいじゅ Ruiju
るいせ Ruise
るいづ Ruidzu
るいな Ruina
るいね Ruine
るいは Ruiha
るいび Ruibi
るいほ Ruiho
るいみ Ruimi
るいり Ruiri
るいろ Ruiro
るいん Ruin
るいーず Rui-zu
るいーぜ Rui-ze
るう Ruu
るうあ Ruua
るうい Ruui
るうか Ruuka
るうく Ruuku
るうこ Ruuko
るうさ Ruusa
るうし Ruushi
るうしい Ruushii
るうしゃ Ruusha
るうじゅ Ruuju
るうた Ruuta
るうな Ruuna
るうね Ruune
るうは Ruuha
るうみ Ruumi
るうや Ruuya
るうら Ruura
るうり Ruuri
るうる Ruuru
るえ Rue
るえい Ruei
るえこ Rueko
るえな Ruena
るえん Ruen
るお Ruo
るおな Ruona
るおん Ruon
るか Ruka
るかい Rukai
るかこ Rukako
るかな Rukana
るき Ruki
るきあ Rukia
るきと Rukito
るきな Rukina
るきょう Rukyou
るく Ruku
るくな Rukuna
るくほ Rukuho
るくる Rukuru
るげむ Rugemu
るこ Ruko
るさ Rusa
るさか Rusaka
るしあ Rushia
るしえ Rushie
るしお Rushio
るしか Rushika
るしゃな Rushana
るしゅな Rushuna
るじゅ Ruju
るす Rusu
るすき Rusuki
るせ Ruse
るせい Rusei
るせり Ruseri
るぜ Ruze
るそん Ruson
るだ Ruda
るち Ruchi
るちあ Ruchia
るちか Ruchika
るちる Ruchiru
るっか Rukka
るつ Rutsu
るつき Rutsuki
るつこ Rutsuko
るてん Ruten
ると Ruto
るな Runa
るなか Runaka
るなぎ Runagi
るなこ Runako
るなし Runashi
るなね Runane
るなみ Runami
るなり Runari
るなん Runan
るね Rune
るねこ Runeko
るの Runo
るのあ Runoa
るのみ Runomi
るのん Runon
るぱん Rupan
るひ Ruhi
るひか Ruhika
るび Rubi
るびあ Rubia
るびい Rubii
るびか Rubika
るびこ Rubiko
るびな Rubina
るびー Rubi-
るぴか Rupika
るふ Rufu
るほ Ruho
るほこ Ruhoko
るほゆ Ruhoyu
るま Ruma
るまん Ruman
るみ Rumi
るみあ Rumia
るみえ Rumie
るみか Rumika
るみこ Rumiko
るみな Rumina
るみね Rumine
るみの Rumino
るみよ Rumiyo
るむ Rumu
るめ Rume
るも Rumo
るもえ Rumoe
るや Ruya
るら Rura
るらら Rurara
るらん Ruran
るり Ruri
るりあ Ruria
るりあん Rurian
るりい Rurii
るりいえ Ruriie
るりえ Rurie
るりか Rurika
るりこ Ruriko
るりさち Rurisachi
るりせ Rurise
るりな Rurina
るりね Rurine
るりの Rurino
るりは Ruriha
るりみ Rurimi
るりめ Rurime
るりりん Ruririn
るりん Rurin
るる Ruru
るるい Rurui
るるか Ruruka
るるき Ruruki
るるこ Ruruko
るるな Ruruna
るるね Rurune
るるは Ruruha
るるぶ Rurubu
るるみ Rurumi
るるり Rururi
るるりん Rururin
るるる Rururu
るろ Ruro
るろう Rurou
るん Run
るんな Runna
るんば Runba
るんみ Runmi
るーく Ru-ku
るーしー Ru-shi-
るーじゅ Ru-ju
るーら Ru-ra
るーる Ru-ru
れあ Rea
れあな Reana
れあら Reara
れあり Reari
れある Rearu
れあん Rean
れい Rei
れいあ Reia
れいい Reii
れいえ Reie
れいえい Reiei
れいえん Reien
れいお Reio
れいか Reika
れいが Reiga
れいき Reiki
れいく Reiku
れいげつ Reigetsu
れいこ Reiko
れいさ Reisa
れいし Reishi
れいしゃ Reisha
れいじゅ Reiju
れいじゅん Reijun
れいじょ Reijo
れいじょん Reijon
れいす Reisu
れいせん Reisen
れいち Reichi
れいちぇる Reicheru
れいちる Reichiru
れいと Reito
れいな Reina
れいに Reini
れいぬ Reinu
れいね Reine
れいの Reino
れいのん Reinon
れいは Reiha
れいひ Reihi
れいび Reibi
れいびん Reibin
れいふぁ Reifa
れいほ Reiho
れいま Reima
れいみ Reimi
れいみあ Reimia
れいむ Reimu
れいめい Reimei
れいや Reiya
れいゆ Reiyu
れいら Reira
れいらん Reiran
れいり Reiri
れいりく Reiriku
れいりん Reirin
れいりー Reiri-
れいる Reiru
れいれ Reire
れいれい Reirei
れいん Rein
れうな Reuna
れえ Ree
れえこ Reeko
れえな Reena
れえみ Reemi
れえん Reen
れお Reo
れおな Reona
れおね Reone
れおの Reono
れおん Reon
れか Reka
れが Rega
れき Reki
れきこ Rekiko
れくな Rekuna
れぐな Reguna
れしな Reshina
れじな Rejina
れせな Resena
れたす Retasu
れっか Rekka
れっき Rekki
れっと Retto
れつ Retsu
れつか Retsuka
れつこ Retsuko
れと Reto
れとび Retobi
れな Rena
れなぎ Renagi
れなこ Renako
れなの Renano
れなほ Renaho
れなみ Renami
れなる Renaru
れなん Renan
れに Reni
れにい Renii
れね Rene
れの Reno
れのあ Renoa
れのは Renoha
れのん Renon
れはな Rehana
れび Rebi
れびか Rebika
れふあ Refua
れぶんこ Rebunko
れぷあ Repua
れべか Rebeka
れほ Reho
れま Rema
れまな Remana
れまん Reman
れみ Remi
れみあ Remia
れみぃ Remii
れみい Remii
れみう Remiu
れみか Remika
れみこ Remiko
れみな Remina
れみの Remino
れみは Remiha
れみふぁ Remifa
れみや Remiya
れみよ Remiyo
れみり Remiri
れむ Remu
れも Remo
れもな Remona
れもも Remomo
れもん Remon
れや Reya
れゆ Reyu
れゆな Reyuna
れゆみ Reyumi
れよな Reyona
れら Rera
れらん Reran
れり Reri
れりあ Reria
れりこ Reriko
れりな Rerina
れる Reru
れれ Rere
れれれ Rerere
れわ Rewa
れん Ren
れんあ Ren'a
れんおん Ren'on
れんか Renka
れんが Renga
れんき Renki
れんげ Renge
れんげつ Rengetsu
れんこ Renko
れんこう Renkou
れんし Renshi
れんじゅ Renju
れんず Renzu
れんと Rento
れんな Renna
れんね Renne
れんの Renno
れんふぁ Renfa
れんほ Renho
れんほう Renhou
れんま Renma
れんむ Renmu
れんや Ren'ya
れんら Renra
れんり Renri
れんりん Renrin
れんる Renru
れんれん Renren
ろあ Roa
ろあな Roana
ろあんな Roanna
ろい Roi
ろいす Roisu
ろいん Roin
ろう Rou
ろうこ Rouko
ろうさ Rousa
ろうざ Rouza
ろうず Rouzu
ろうづ Roudzu
ろうな Rouna
ろうにょ Rounyo
ろうま Rouma
ろうら Roura
ろうらん Rouran
ろうり Rouri
ろおさ Roosa
ろおざ Rooza
ろおず Roozu
ろおな Roona
ろおら Roora
ろか Roka
ろき Roki
ろくえ Rokue
ろくこ Rokuko
ろくな Rokuna
ろくは Rokuha
ろくみ Rokumi
ろこ Roko
ろここ Rokoko
ろさ Rosa
ろしあ Roshia
ろじゅ Roju
ろす Rosu
ろぜ Roze
ろっか Rokka
ろと Roto
ろな Rona
ろね Rone
ろびん Robin
ろぶ Robu
ろまな Romana
ろまん Roman
ろみ Romi
ろみあ Romia
ろみお Romio
ろみか Romika
ろみこ Romiko
ろみな Romina
ろみひ Romihi
ろら Rora
ろらん Roran
ろり Rori
ろりあ Roria
ろりえ Rorie
ろりこ Roriko
ろりん Rorin
ろれん Roren
ろろ Roro
ろわ Rowa
ろん Ron
ろんこ Ronko
ろんじゅ Ronju
ろんど Rondo
ろんのん Ronnon
ろんみ Ronmi
ろんよ Ron'yo
ろーざ Ro-za
ろーず Ro-zu
ろーま Ro-ma
ろーら Ro-ra
ろーらん Ro-ran
ろーり Ro-ri
ろーりー Ro-ri-
わあこ Waako
わいこ Waiko
わいみ Waimi
わえ Wae
わえな Waena
わえみ Waemi
わお Wao
わおり Waori
わおん Waon
わか Waka
わかあゆ Wakaayu
わかえ Wakae
わかお Wakao
わかき Wakaki
わかぎ Wakagi
